53.577,70.254944,1.0,15.9403,9.189583,5.7802653,6.200779]I
59.77778,70.254944,1.0,15.9403,9.189583,5.7802653,8.862808]n
68.64059,70.254944,1.0,15.9403,9.189583,5.7802653,8.862808]d
77.503395,70.254944,1.0,15.9403,9.189583,5.7802653,7.0774918]e
84.58089,70.254944,1.0,15.9403,9.189583,5.7802653,7.970154]x
53.577,234.13602,1.0,8.4682,4.881917,3.0707352,6.1140404]A
53.577,244.09885,1.0,8.4682,4.7252555,3.5091794,6.1140404]A
59.69104,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]b
63.92514,244.09885,1.0,8.4682,4.7252555,3.5091794,3.2941284]s
67.21927,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]o
71.45337,244.09885,1.0,8.4682,4.7252555,3.5091794,2.3541565]l
73.807526,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]u
78.041626,244.09885,1.0,8.4682,4.7252555,3.5091794,2.3541565]t
80.39578,244.09885,1.0,8.4682,4.7252555,3.5091794,3.75988]e
86.28203,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]v
90.29595,244.09885,1.0,8.4682,4.7252555,3.5091794,3.75988]a
94.057526,244.09885,1.0,8.4682,4.7252555,3.5091794,2.3541565]l
96.41168,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]u
100.64578,244.09885,1.0,8.4682,4.7252555,3.5091794,3.75988]e
104.40566,244.09885,1.0,8.4682,4.7252555,3.5091794,2.1170502],
108.644844,244.09885,1.0,8.4682,4.7252555,3.5091794,4.7083206]F
113.22614,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]o
117.46024,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]u
121.69434,244.09885,1.0,8.4682,4.7252555,3.5091794,2.8199081]r
124.51425,244.09885,1.0,8.4682,4.7252555,3.5091794,2.3541565]i
126.86841,244.09885,1.0,8.4682,4.7252555,3.5091794,3.7598877]e
130.6283,244.09885,1.0,8.4682,4.7252555,3.5091794,2.8199158]r
133.10356,244.09885,1.0,8.4682,4.7252555,3.5091794,2.1170502],
137.33089,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]9
141.56076,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]5
145.79062,244.09885,1.0,8.4682,4.7252555,3.5091794,2.1170502],
150.03827,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]1
154.26813,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]0
158.49799,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]4
162.72786,244.09885,1.0,8.4682,4.7252555,3.5091794,2.1170502],
166.97551,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]1
171.20538,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]1
175.43524,244.09885,1.0,8.4682,4.7252555,3.5091794,4.2341003]7
53.576157,254.06168,1.0,8.4682,4.7252555,3.5091794,6.1140404]A
59.691044,254.06168,1.0,8.4682,4.7252555,3.5091794,4.2341003]b
63.92599,254.06168,1.0,8.4682,4.7252555,3.5091794,3.2941322]s
67.22097,254.06168,1.0,8.4682,4.7252555,3.5091794,4.2341003]o
71.45592,254.06168,1.0,8.4682,4.7252555,3.5091794,2.3541565]l
73.81092,254.06168,1.0,8.4682,4.7252555,3.5091794,4.2341003]u
78.04587,254.06168,1.0,8.4682,4.7252555,3.5091794,2.3541565]t
80.40087,254.06168,1.0,8.4682,4.7252555,3.5091794,3.75988]e
86.28712,254.06168,1.0,8.4682,4.7252555,3.5091794,4.2341003]v
90.30104,254.06168,1.0,8.4682,4.7252555,3.5091794,3.75988]a
94.062614,254.06168,1.0,8.4682,4.7252555,3.5091794,2.3541565]l
96.41762,254.06168,1.0,8.4682,4.7252555,3.5091794,4.2341003]u
100.652565,254.06168,1.0,8.4682,4.7252555,3.5091794,3.75988]e
104.41329,254.06168,1.0,8.4682,4.7252555,3.5091794,3.2941284]s
107.70827,254.06168,1.0,8.4682,4.7252555,3.5091794,2.1170502],
111.94745,254.06168,1.0,8.4682,4.7252555,3.5091794,6.114044]w
117.97766,254.06168,1.0,8.4682,4.7252555,3.5091794,3.75988]a
121.56902,254.06168,1.0,8.4682,4.7252555,3.5091794,4.2341003]v
125.672714,254.06168,1.0,8.4682,4.7252555,3.5091794,3.7598877]e
